id,timestamp,image_path,link_type,n_objects_separated,pixel_coverage,A2_px,B2_px,A2_cm,B2_cm,angle_deg
1,2026-08-24 11:06:34,C:\Users\mb1459\OneDrive - The University of Waikato\Documents\Project_Code_Base\version_3\Data\Images\Train\000037.jpg,unknown,3,31514,326.8,118.8,,,-90.0
